Palavra,Documentos
inovadores,"[(68, 1)]"
estrato,"[(68, 1)]"
psiquiatras,"[(68, 1)]"
direção,"[(68, 1), (100, 1), (138, 1), (143, 1), (145, 1), (161, 1), (177, 1), (201, 1), (216, 1), (220, 1), (232, 1), (236, 1), (246, 1), (267, 1)]"
psiquiatria,"[(68, 2)]"
abp,"[(68, 1)]"
psicólogos,"[(68, 1)]"
terapeutas,"[(68, 1)]"
cidadania,"[(68, 2), (74, 1), (144, 1), (173, 1), (183, 1), (218, 1)]"
internadas,"[(68, 1)]"
estranhos,"[(68, 1)]"
estadias,"[(68, 1)]"
curtas,"[(68, 1)]"
discute,"[(68, 1)]"
recuo,"[(68, 1), (196, 1)]"
justifiquem,"[(68, 1)]"
valorização,"[(68, 1)]"
liberalização,"[(68, 1), (157, 1), (269, 1)]"
funcionado,"[(68, 1)]"
abre,"[(68, 2), (102, 1), (104, 1), (113, 1), (220, 1), (276, 1)]"
mau,"[(68, 1), (134, 1), (235, 1)]"
relacionamento,"[(68, 1), (117, 1), (121, 1), (164, 1), (179, 1), (235, 1), (249, 1), (250, 1), (252, 1)]"
entulhados,"[(68, 1)]"
colocados,"[(68, 1)]"
vivendo,"[(68, 1), (160, 1), (218, 1), (224, 1), (253, 1), (254, 1), (263, 1)]"
levanta,"[(68, 1), (100, 1)]"
áreas,"[(68, 1), (146, 1), (160, 1), (173, 1), (193, 1), (195, 1), (197, 1), (207, 1), (215, 1), (216, 1), (218, 1), (230, 1), (240, 1), (268, 1)]"
cerne,"[(68, 1), (119, 1)]"
protocolos,"[(68, 2), (77, 1)]"
situações,"[(68, 2), (117, 1), (187, 1), (239, 1)]"
raras,"[(68, 1), (131, 1)]"
responde,"[(68, 1), (77, 1), (178, 2), (263, 2)]"
medicação,"[(68, 1), (92, 2)]"
afrouxar,"[(68, 1), (117, 1)]"
sinaliza,"[(68, 1)]"
relativizar,"[(68, 1), (195, 1)]"
rígidos,"[(68, 1)]"
restrita,"[(68, 1), (236, 1)]"
centros,"[(68, 1), (136, 1)]"
especializados,"[(68, 1)]"
dispõe,"[(68, 1)]"
raríssimas,"[(68, 1)]"
fechamos,"[(68, 1)]"
construímos,"[(68, 1)]"
ampla,"[(68, 1), (77, 2), (102, 1), (103, 1), (193, 1), (218, 2)]"
psiquiátrico,"[(68, 1)]"
frágil,"[(68, 1), (76, 1), (114, 1), (192, 1)]"
estruturada,"[(68, 1)]"
quadros,"[(68, 1), (133, 1), (179, 1)]"
necessários,"[(68, 1), (137, 1), (156, 1), (165, 1), (214, 1), (221, 1)]"
morbidade,"[(68, 1)]"
vinte,"[(68, 1), (81, 1), (159, 1), (200, 1), (245, 1)]"
oms,"[(68, 1), (161, 1), (257, 1)]"
relevantes,"[(68, 1), (231, 1)]"
revelação,"[(69, 1), (114, 1), (162, 1)]"
investigava,"[(69, 1)]"
braço,"[(69, 1), (134, 1), (177, 2), (219, 1), (267, 1), (271, 1)]"
flavio,"[(69, 1), (89, 4), (90, 1), (102, 1), (105, 2), (225, 1), (256, 1)]"
pagamentos,"[(69, 1), (103, 1), (121, 1), (183, 2), (201, 1), (207, 1), (242, 1)]"
milicianos,"[(69, 1), (70, 2), (79, 4), (87, 1), (100, 1), (104, 1), (195, 1), (218, 1), (220, 3), (252, 1), (270, 2)]"
assombrar,"[(69, 1)]"
árvore,"[(69, 1), (249, 1)]"
aparecer,"[(69, 2)]"
chefia,"[(69, 1), (225, 1)]"
repassou,"[(69, 2), (225, 1)]"
candidatas,"[(69, 2), (118, 1), (225, 1)]"
atuarem,"[(69, 1)]"
trouxe,"[(69, 1), (89, 1), (179, 1), (204, 1)]"
lourdes,"[(69, 2)]"
paixão,"[(69, 1)]"
candidata,"[(69, 2), (73, 1), (78, 1), (86, 1), (121, 1), (164, 2), (225, 1)]"
pernambuco,"[(69, 1), (73, 1), (86, 1), (225, 1), (234, 1)]"
recebera,"[(69, 2)]"
partidário,"[(69, 1), (175, 1), (246, 1)]"
gastou,"[(69, 1), (177, 1), (240, 1)]"
gráfica,"[(69, 1), (131, 1), (225, 1)]"
beneficiária,"[(69, 1)]"
luciano,"[(69, 1), (86, 1), (160, 1), (225, 1)]"
bivar,"[(69, 1), (86, 1), (225, 1)]"
cacique,"[(69, 1), (86, 1), (225, 1)]"
cedera,"[(69, 1)]"
bebianno,"[(69, 2), (73, 7), (78, 6), (83, 1), (86, 2), (179, 2), (225, 6)]"
apura,"[(69, 1)]"
galho,"[(69, 1)]"
blogueiros,"[(69, 1), (89, 1)]"
colaboradora,"[(69, 1)]"
inspirou,"[(69, 1), (199, 1), (202, 1)]"
descobriu,"[(69, 1), (177, 1), (179, 1), (215, 2), (252, 1), (263, 1)]"
engler,"[(69, 1)]"
implicado,"[(69, 1)]"
dona,"[(69, 1), (177, 1), (249, 5)]"
marido,"[(69, 1), (242, 1)]"
embrapa,"[(69, 1)]"
nanico,"[(69, 1)]"
prp,"[(69, 1)]"
elisa,"[(69, 1), (258, 1)]"
robson,"[(69, 1), (100, 1)]"
mineiro,"[(69, 1), (100, 1), (225, 1)]"
relata,"[(69, 1), (177, 1), (250, 1), (266, 1)]"
alvaro,"[(69, 2)]"
recebida,"[(69, 1), (77, 1), (107, 1), (122, 1), (133, 1)]"
depoimento,"[(69, 1), (114, 1), (120, 1), (121, 2), (130, 1), (167, 1), (177, 1), (180, 1), (192, 6), (199, 1), (249, 2)]"
adriana,"[(69, 1)]"
borges,"[(69, 1), (207, 1), (231, 1)]"
susto,"[(69, 1)]"
indecente,"[(69, 1)]"
receberia,"[(69, 1)]"
emitir,"[(69, 1), (152, 1), (272, 1)]"
cheques,"[(69, 1), (121, 1), (258, 1)]"
nega,"[(69, 1), (74, 1), (261, 2)]"
reclamar,"[(69, 1), (70, 1), (100, 1)]"
privilegiado,"[(69, 1), (195, 2), (201, 1)]"
arquivado,"[(69, 1)]"
bambeia,"[(69, 1)]"
fritura,"[(69, 1), (225, 1)]"
brando,"[(69, 1), (70, 1)]"
acrescentando,"[(69, 1), (85, 1), (128, 1), (145, 1), (228, 1), (254, 1)]"
açúcar,"[(69, 1), (234, 1)]"
virariam,"[(69, 1)]"
geleia,"[(69, 1)]"
cobrar,"[(70, 1), (96, 1), (234, 1), (271, 1)]"
apuração,"[(70, 2), (101, 1), (164, 1), (177, 1), (180, 1), (185, 1)]"
lamentar,"[(70, 1)]"
seguiram,"[(70, 1), (95, 1), (153, 1), (154, 1), (197, 1), (272, 1)]"
intercalariam,"[(70, 1)]"
silêncio,"[(70, 3), (100, 1), (105, 1), (114, 1), (120, 1), (170, 1), (218, 1)]"
minimizar,"[(70, 1), (161, 1)]"
gravidade,"[(70, 1), (186, 1), (218, 2)]"
manifestando,"[(70, 1)]"
ocasiões,"[(70, 1), (167, 1), (205, 1), (208, 1)]"
desprezo,"[(70, 1), (152, 1), (195, 1)]"
comoção,"[(70, 1), (96, 1), (272, 1)]"
partiram,"[(70, 1)]"
inicialmente,"[(70, 2), (95, 1), (177, 1), (205, 1), (207, 1), (229, 1)]"
viva,"[(70, 3), (94, 1), (263, 1), (274, 1)]"
defenderia,"[(70, 2)]"
ladrão,"[(70, 3), (81, 1)]"
permanecia,"[(70, 1)]"
milícia,"[(70, 3), (79, 1), (100, 1), (252, 2), (258, 1), (270, 2)]"
lamentava,"[(70, 1)]"
profundas,"[(70, 1), (146, 1)]"
respeitosa,"[(70, 1)]"
apagou,"[(70, 1)]"
publicou,"[(70, 2), (119, 1), (197, 1), (203, 1), (210, 1), (215, 1), (229, 1)]"
prestando,"[(70, 1)]"
assalto,"[(70, 2), (76, 2), (198, 1)]"
placa,"[(70, 1), (252, 2)]"
afixada,"[(70, 1)]"
restaurar,"[(70, 1), (252, 1)]"
sugeriu,"[(70, 1), (94, 1), (104, 1), (105, 1), (135, 1), (249, 1)]"
hipócritas,"[(70, 1)]"
manifestarem,"[(70, 1), (187, 1)]"
link,"[(70, 1), (193, 1)]"
reportagem,"[(70, 1), (101, 1), (103, 1), (106, 3), (130, 1), (168, 1), (177, 2), (225, 1), (233, 1), (263, 2)]"
empresário,"[(70, 1), (95, 1), (111, 1), (164, 1), (177, 1)]"
verá,"[(70, 2), (74, 1)]"
catarinense,"[(70, 1)]"
continuarão,"[(70, 1)]"
ignorando,"[(70, 1)]"
surreal,"[(70, 1), (249, 1)]"
assassinado,"[(70, 1), (254, 1)]"
assassinados,"[(70, 1), (96, 1), (135, 1), (136, 1), (164, 1), (199, 1), (218, 2), (233, 2), (240, 1), (243, 1), (261, 1)]"
índices,"[(70, 1), (203, 1), (220, 1), (247, 1)]"
deus,"[(70, 2), (76, 1), (81, 1), (85, 1), (105, 2), (138, 1), (157, 1), (160, 1), (163, 1), (218, 1), (249, 2), (263, 2)]"
proteja,"[(70, 1)]"
carlosbolsonaro,"[(70, 1), (78, 1)]"
campeã,"[(70, 1), (252, 1)]"
bicheiros,"[(70, 1)]"
cabeça,"[(70, 1), (73, 1), (96, 1), (100, 1), (222, 1), (234, 1), (249, 1), (257, 1), (261, 1), (271, 1)]"
refalar,"[(70, 2)]"
bater,"[(70, 2), (100, 1), (271, 1)]"
repetir,"[(70, 2), (164, 1), (216, 1), (253, 1)]"
executada,"[(70, 2), (91, 1), (96, 1), (133, 1), (240, 1)]"
concreta,"[(70, 2), (161, 1)]"
surgir,"[(70, 2), (188, 1), (263, 1)]"
ligar,"[(70, 2)]"
pronto,"[(70, 2), (128, 3), (220, 1)]"
reproduziu,"[(70, 1), (140, 1)]"
assassino,"[(70, 1), (76, 1), (91, 1), (197, 1), (210, 1)]"
mirielle,"[(70, 1)]"
guilhotina,"[(70, 1), (271, 1)]"
traficante,"[(70, 2), (216, 1)]"
qnd,"[(70, 1)]"
bolsonarosp,"[(70, 2), (268, 1), (270, 1)]"
reclamou,"[(70, 1), (103, 1), (143, 1), (188, 1), (195, 1)]"
homenageiam,"[(70, 1)]"
mariele,"[(70, 3)]"
fechadas,"[(70, 1), (130, 1), (143, 1), (193, 1)]"
vazios,"[(70, 1)]"
acendendo,"[(70, 1)]"
velas,"[(70, 1)]"
precedeu,"[(70, 1), (114, 1)]"
presidenciável,"[(70, 3), (261, 1)]"
corrupto,"[(70, 2), (88, 1), (103, 1), (135, 1)]"
estaria,"[(70, 2), (128, 1), (146, 1), (158, 1), (179, 1), (184, 1), (216, 1), (249, 1), (271, 1)]"
meter,"[(70, 2), (231, 1)]"
goela,"[(70, 2)]"
tdo,"[(70, 1)]"
cobrado,"[(70, 1), (103, 1), (180, 1)]"
seguintes,"[(70, 2), (95, 1), (109, 1), (163, 1), (187, 1), (199, 1), (229, 1)]"
saudar,"[(70, 1), (114, 1), (261, 1)]"
descoberta,"[(70, 1), (218, 1), (225, 1)]"
proteína,"[(70, 1)]"
ornitorrinco,"[(70, 1)]"
superbactérias,"[(70, 1)]"
rompeu,"[(70, 1), (133, 1), (164, 1), (227, 1), (228, 1)]"
cobrança,"[(70, 1), (95, 5), (219, 1)]"
enterros,"[(70, 1)]"
pms,"[(70, 2), (175, 1)]"
deram,"[(70, 1), (88, 1), (91, 1), (146, 1), (205, 1), (254, 1)]"
porrada,"[(70, 1), (231, 1)]"
neles,"[(70, 1), (161, 1)]"
minimizaria,"[(70, 1)]"
relacionada,"[(70, 1), (193, 1)]"
grilagem,"[(70, 2), (258, 1)]"
terras,"[(70, 2), (169, 1), (174, 1), (210, 1), (229, 1), (233, 3), (240, 5), (241, 3), (245, 1), (258, 1), (262, 1), (267, 1)]"
demagogia,"[(70, 1)]"
falaram,"[(70, 1), (231, 1)]"
confesso,"[(70, 1), (177, 1)]"
conhecia,"[(70, 1), (83, 1), (252, 1)]"
senhora,"[(70, 1), (172, 1), (218, 3)]"
mural,"[(70, 1)]"
demonstrava,"[(70, 1)]"
heroína,"[(70, 1)]"
lésbica,"[(70, 1)]"
peraí,"[(70, 1)]"
providência,"[(70, 1)]"
redações,"[(70, 1)]"
tomadas,"[(70, 1), (220, 1), (224, 1), (232, 1), (249, 4)]"
estardalhaço,"[(70, 1)]"
terrível,"[(70, 1), (187, 1), (217, 1), (265, 1)]"
voltaria,"[(70, 1)]"
ronnie,"[(70, 1), (93, 1), (96, 3), (98, 2), (101, 2), (252, 1)]"
suspeita,"[(70, 2), (89, 1), (100, 1), (102, 1), (103, 1), (114, 1), (164, 1), (167, 1), (192, 1), (207, 1), (231, 2), (257, 1)]"
executarem,"[(70, 1)]"
motorista,"[(70, 1), (79, 1), (81, 2), (87, 1), (89, 1), (96, 1), (99, 1), (101, 2), (103, 3), (242, 1), (243, 1), (252, 2), (258, 5)]"
altura,"[(70, 1), (100, 1), (117, 1), (231, 1)]"
elos,"[(70, 2), (100, 1)]"
associado,"[(70, 1), (84, 1), (179, 1), (183, 1), (204, 1)]"
empregado,"[(70, 1)]"
mãe,"[(70, 1), (130, 1), (160, 1), (177, 1), (218, 1), (249, 3), (254, 1), (256, 1), (258, 3)]"
assassinatos,"[(70, 1), (76, 1), (93, 1), (164, 2), (193, 1), (235, 1), (240, 1), (258, 4)]"
homenageado,"[(70, 1)]"
legislativa,"[(70, 1), (89, 1), (103, 1), (192, 1), (223, 1), (243, 1), (252, 1)]"
homicídio,"[(70, 1), (197, 1), (202, 1), (226, 1), (258, 1), (266, 1)]"
revisitar,"[(70, 1)]"
antigas,"[(70, 1), (139, 1), (215, 1), (232, 1), (263, 1)]"
revelaram,"[(70, 1), (96, 1), (127, 1), (248, 1), (249, 1)]"
condomínio,"[(70, 4), (96, 1), (101, 1), (252, 2)]"
residências,"[(70, 1), (230, 1)]"
namorou,"[(70, 1), (101, 1), (252, 1)]"
filha,"[(70, 1), (76, 1), (101, 1), (105, 1), (171, 1), (207, 1), (218, 1), (249, 9), (250, 1), (252, 1)]"
encaram,"[(70, 1)]"
coincidências,"[(70, 1), (252, 1)]"
comparsa,"[(70, 1), (275, 1)]"
reforçando,"[(70, 1)]"
contraste,"[(70, 1), (152, 1)]"
chegado,"[(70, 1), (101, 1), (161, 1), (205, 1), (254, 1), (275, 1)]"
defensiva,"[(70, 2), (161, 1)]"
mandante,"[(70, 1), (91, 1), (93, 1), (96, 1)]"
interessado,"[(70, 1), (263, 1)]"
civis,"[(70, 1), (140, 1), (145, 1), (175, 1), (179, 1), (188, 1), (233, 1), (247, 1), (258, 1)]"
vizinho,"[(70, 1), (81, 2), (115, 1), (138, 1), (152, 4), (153, 1), (154, 1), (193, 1), (252, 2)]"
lembro,"[(70, 1), (133, 1), (160, 1), (252, 1)]"
casas,"[(70, 1), (72, 1), (78, 1), (135, 1), (143, 2), (160, 1), (252, 1)]"
distingue,"[(70, 1)]"
culpa,"[(70, 1), (100, 1), (148, 1), (164, 1), (177, 1), (181, 1), (195, 1), (219, 1), (249, 4), (266, 1)]"
cartório,"[(70, 1)]"
amor,"[(70, 1), (81, 2), (249, 1), (266, 1)]"
repugnante,"[(70, 1), (252, 1)]"
forçação,"[(70, 1)]"
fator,"[(70, 1), (95, 1), (149, 1), (194, 1), (227, 1), (266, 1)]"
coincidentemente,"[(70, 1)]"
morar,"[(70, 1), (160, 1), (254, 1)]"
colar,"[(70, 1)]"
aguinaldo,"[(71, 1)]"
leu,"[(71, 1)]"
somam,"[(71, 2), (95, 2), (114, 2), (152, 1), (218, 1)]"
retiram,"[(71, 1)]"
prejudicam,"[(71, 1), (79, 1), (170, 1)]"
nacamara,"[(71, 1)]"
pdt,"[(71, 1), (87, 1), (165, 1), (238, 1), (277, 3)]"
psb,"[(71, 1), (238, 1), (239, 3), (277, 6)]"
anda,"[(71, 1)]"
satisfeito,"[(71, 1), (195, 1)]"
condução,"[(71, 1), (187, 1)]"
prol,"[(71, 1), (135, 1), (171, 1), (269, 1)]"
bastidores,"[(71, 1)]"
estudam,"[(71, 1)]"
resgatar,"[(71, 1)]"
sepultada,"[(71, 1)]"
inanição,"[(71, 1)]"
escândalos,"[(71, 1), (121, 1), (162, 1), (170, 1), (225, 1)]"
sucessivos,"[(71, 1)]"
persecução,"[(72, 2)]"
exame,"[(72, 1), (177, 1), (223, 4), (275, 2)]"
conduta,"[(72, 1), (107, 1), (121, 1), (152, 1), (170, 1), (177, 1)]"
tido,"[(72, 2), (83, 1), (91, 1), (100, 1), (103, 1), (177, 1), (231, 1)]"
vulnerável,"[(72, 1), (91, 1), (127, 1)]"
decorre,"[(72, 2), (77, 1)]"
subsistirá,"[(72, 1)]"
retirado,"[(72, 1), (248, 1)]"
inocência,"[(72, 1), (77, 1), (195, 3), (201, 1), (202, 1), (246, 2), (249, 1), (271, 1)]"
ante,"[(72, 1), (138, 1), (139, 1), (164, 2), (275, 1)]"
advento,"[(72, 2)]"
condenatória,"[(72, 1), (271, 1), (275, 2)]"
transitada,"[(72, 1), (275, 1)]"
exponencial,"[(72, 1), (218, 1)]"
simplificações,"[(72, 1)]"
dizeres,"[(72, 1), (76, 1), (271, 1)]"
resguardo,"[(72, 1)]"
oportunas,"[(72, 1)]"
elias,"[(72, 1)]"
maluco,"[(72, 1)]"
esculachos,"[(72, 1)]"
admitidos,"[(72, 1)]"
repute,"[(72, 1)]"
misericordiosa,"[(72, 1)]"
imediata,"[(72, 2), (219, 1), (233, 1), (241, 1), (276, 1)]"
modelagem,"[(72, 1)]"
mecanismo,"[(72, 1)]"
punitivo,"[(72, 2)]"
desqualificação,"[(72, 1), (91, 2)]"
materializa,"[(72, 1)]"
chavões,"[(72, 1)]"
configuração,"[(72, 1)]"
contenção,"[(72, 1)]"
desprezada,"[(72, 1)]"
instante,"[(72, 1), (81, 1), (253, 1)]"
vulnerabilidade,"[(72, 2), (159, 1), (160, 1)]"
agrava,"[(72, 1), (77, 1)]"
razão,"[(72, 1), (77, 1), (81, 1), (96, 1), (102, 1), (118, 1), (119, 1), (177, 1), (187, 1), (206, 2), (208, 2), (220, 1), (234, 1), (254, 1), (266, 1), (275, 1)]"
inserção,"[(72, 1), (245, 1)]"
séria,"[(72, 1), (181, 1)]"
banalização,"[(72, 1)]"
cárcere,"[(72, 1), (79, 1)]"
prisional,"[(72, 3), (77, 1), (195, 2)]"
locus,"[(72, 1)]"
reconhecidamente,"[(72, 1)]"
círculos,"[(72, 1), (121, 1), (229, 1)]"
infernais,"[(72, 1)]"
experimentados,"[(72, 1)]"
sombra,"[(72, 1), (118, 1)]"
suplícios,"[(72, 1)]"
suportados,"[(72, 1)]"
louco,"[(72, 3), (100, 1)]"
encontra,"[(72, 1), (147, 1), (173, 1), (195, 1), (230, 1), (246, 1), (257, 1), (271, 2)]"
incide,"[(72, 1), (159, 1)]"
duplo,"[(72, 2), (218, 1)]"
gozar,"[(72, 1), (249, 1)]"
representação,"[(72, 1), (235, 2)]"
equação,"[(72, 1)]"
tenebrosa,"[(72, 1)]"
imprescindível,"[(72, 1)]"
autoritária,"[(72, 1), (220, 1)]"
impõe,"[(72, 1)]"
binária,"[(72, 1)]"
maniqueísta,"[(72, 1)]"
repercutindo,"[(72, 1), (252, 1)]"
inimigos,"[(72, 1), (73, 1), (94, 1), (97, 1), (100, 3), (107, 1), (114, 1), (152, 1), (210, 1), (254, 1)]"
questionada,"[(72, 1), (138, 1), (141, 1), (143, 1), (177, 1)]"
existência,"[(72, 2), (100, 1), (205, 1), (209, 1), (252, 1)]"
ademais,"[(72, 1)]"
sequer,"[(72, 1), (76, 1), (107, 1), (110, 1), (134, 1), (137, 1), (164, 1), (165, 1), (219, 1), (220, 1), (234, 2), (277, 1)]"
compreendidos,"[(72, 1)]"
natureza,"[(72, 1), (103, 1), (107, 1), (121, 1), (164, 1), (236, 1), (240, 1), (276, 2)]"
benesses,"[(72, 1), (95, 2)]"
graças,"[(72, 1), (103, 1), (177, 1), (195, 1), (220, 1), (249, 1), (257, 2)]"
conferidas,"[(72, 1)]"
representarem,"[(72, 1)]"
combalidos,"[(72, 1)]"
eliminadas,"[(72, 1)]"
aplicação,"[(72, 2), (95, 1), (195, 1), (245, 1), (266, 1), (269, 1)]"
exigir,"[(72, 1), (158, 1), (205, 1)]"
modernidade,"[(72, 1)]"
despreza,"[(72, 1)]"
asseverado,"[(72, 1)]"
eros,"[(72, 1)]"
proferido,"[(72, 1)]"
democracias,"[(72, 1), (254, 1)]"
criminosos,"[(72, 1), (81, 1), (84, 1), (104, 2), (164, 1), (188, 1), (195, 1), (220, 1), (247, 1), (258, 1)]"
sujeitos,"[(72, 1), (218, 1)]"
perdem,"[(72, 1), (76, 1)]"
transformarem,"[(72, 1), (198, 1)]"
objetos,"[(72, 1), (108, 1)]"
processuais,"[(72, 1), (271, 1)]"
inseridas,"[(72, 1)]"
beneficiadas,"[(72, 1), (91, 1)]"
consolidada,"[(72, 1)]"
aceitação,"[(72, 1)]"
atendem,"[(72, 1), (246, 1)]"
hospícios,"[(72, 1)]"
enxergar,"[(72, 1)]"
prisma,"[(72, 1)]"
hercúleo,"[(72, 1)]"
transcorrido,"[(72, 1)]"
centúria,"[(72, 1)]"
persevera,"[(72, 1)]"
ideário,"[(72, 1)]"
simão,"[(72, 1)]"
bacamarte,"[(72, 1)]"
verdes,"[(72, 1)]"
imaginário,"[(72, 1)]"
culminou,"[(72, 1), (245, 1)]"
sanção,"[(72, 1), (271, 1)]"
delgado,"[(72, 1)]"
positivou,"[(72, 1)]"
óbvio,"[(72, 1), (81, 1), (246, 1)]"
portadora,"[(72, 1)]"
respeitada,"[(72, 1), (246, 1)]"
normativo,"[(72, 1)]"
aplicabilidade,"[(72, 1)]"
romper,"[(72, 1), (193, 1)]"
saberes,"[(72, 2), (74, 2)]"
implicará,"[(72, 1)]"
questionamento,"[(72, 1), (177, 1)]"
superação,"[(72, 1)]"
usualmente,"[(72, 1), (206, 2)]"
empregadas,"[(72, 1), (246, 1)]"
cotidiano,"[(72, 1), (146, 1), (218, 1), (224, 1), (245, 1)]"
forense,"[(72, 1)]"
basta,"[(72, 1), (104, 1), (220, 4)]"
encaminhamento,"[(72, 1), (171, 1)]"
desfecho,"[(72, 1), (77, 1)]"
potencialidade,"[(72, 1)]"
audiência,"[(72, 1), (120, 1), (121, 1), (246, 1)]"
custódia,"[(72, 1), (193, 1)]"
normatização,"[(72, 1), (220, 1)]"
contida,"[(72, 1)]"
aponta,"[(72, 1), (77, 1), (122, 1), (130, 1), (146, 1), (152, 1), (156, 1), (184, 1), (190, 1), (196, 1), (197, 1), (236, 1), (245, 1), (252, 1)]"
multifacetado,"[(72, 1)]"
apresentação,"[(72, 1), (114, 1), (172, 1), (207, 1), (212, 1)]"
sonho,"[(72, 1), (100, 1), (240, 1)]"
inalcançável,"[(72, 1)]"
delírio,"[(72, 1)]"
rivalidade,"[(72, 1), (164, 1), (272, 2)]"
discursiva,"[(72, 1)]"
relevância,"[(72, 1)]"
otimista,"[(72, 1), (128, 1), (237, 1)]"
dante,"[(72, 1)]"
frase,"[(72, 1), (114, 1), (164, 1)]"
boas,"[(72, 1), (73, 1), (74, 2), (93, 1), (111, 1), (257, 1), (274, 1)]"
vindas,"[(72, 1), (74, 2), (93, 1), (277, 1)]"
inferno,"[(72, 1), (81, 1)]"
deixai,"[(72, 1)]"
vós,"[(72, 1)]"
entrais,"[(72, 1)]"
tempos,"[(72, 1), (81, 1), (110, 1), (152, 1), (163, 1), (172, 1), (218, 2), (220, 2), (253, 1), (270, 1)]"
instituído,"[(72, 1), (95, 1), (131, 1), (237, 1)]"
laicidade,"[(72, 1)]"
pautar,"[(72, 1)]"
inserido,"[(72, 1), (85, 1)]"
trevas,"[(72, 1)]"
prisionais,"[(72, 1)]"
portador,"[(72, 2), (104, 1), (177, 1)]"
sonegado,"[(72, 1)]"
gozo,"[(72, 1)]"
esvaziamento,"[(72, 1)]"
esperanças,"[(72, 1), (81, 1), (134, 1)]"
dúplice,"[(72, 1)]"
esculacho,"[(72, 1)]"
havido,"[(73, 1), (254, 1), (261, 1)]"
recuos,"[(73, 1), (89, 1)]"
nomeações,"[(73, 1), (133, 1)]"
provocar,"[(73, 1), (95, 1), (187, 2), (240, 1)]"
certamente,"[(73, 1), (118, 1), (152, 1), (153, 1), (154, 1), (168, 1), (195, 1), (196, 1), (220, 1)]"
candidaturas,"[(73, 1), (86, 1), (220, 1), (225, 1), (270, 1)]"
autorizou,"[(73, 1), (86, 1), (177, 1), (207, 1), (225, 1)]"
punho,"[(73, 1)]"
transferência,"[(73, 1), (98, 1), (100, 1), (118, 1), (176, 1), (269, 1)]"
fáceis,"[(73, 1)]"
parente,"[(73, 1), (100, 1), (107, 1), (224, 1), (228, 1)]"
ocupou,"[(73, 1), (107, 1), (228, 1), (234, 1)]"
concorrida,"[(73, 1)]"
banca,"[(73, 1)]"
bermudes,"[(73, 1)]"
conheceu,"[(73, 1), (263, 1)]"
mito,"[(73, 1), (81, 1), (90, 1), (114, 1), (179, 1), (261, 1)]"
ofereceu,"[(73, 1), (100, 1), (124, 1), (188, 1), (249, 1)]"
atuar,"[(73, 1), (120, 1), (127, 1), (228, 1), (267, 1)]"
graça,"[(73, 1), (249, 1)]"
encantando,"[(73, 1)]"
jornada,"[(73, 1), (143, 1)]"
quixotesca,"[(73, 1), (225, 1)]"
rumo,"[(73, 1), (106, 2), (124, 1), (144, 1), (146, 1), (187, 1), (224, 1), (269, 1)]"
assumindo,"[(73, 1), (76, 1), (141, 1)]"
interinamente,"[(73, 1)]"
dividiu,"[(73, 1)]"
cão,"[(73, 1)]"
passagens,"[(73, 1), (110, 1), (249, 1)]"
faca,"[(73, 1), (105, 1), (199, 1), (249, 1)]"
retribuiu,"[(73, 1)]"
pisoteando,"[(73, 1)]"
sairia,"[(73, 1), (177, 1)]"
determinasse,"[(73, 1)]"
forçar,"[(73, 1), (208, 1)]"
terminou,"[(73, 1), (90, 1), (105, 1), (127, 1), (130, 1), (173, 1), (247, 1), (263, 1)]"
caindo,"[(73, 1)]"
controverso,"[(73, 1), (257, 1)]"
postado,"[(73, 1), (231, 1), (266, 1)]"
lealdade,"[(73, 1), (153, 1), (154, 1), (249, 1)]"
gesto,"[(73, 1), (124, 1), (246, 1), (252, 1)]"
bonito,"[(73, 1), (100, 1), (266, 1)]"
amizades,"[(73, 1)]"
desleal,"[(73, 1)]"
coitado,"[(73, 1)]"
viverá,"[(73, 1), (136, 1), (220, 1)]"
desabar,"[(73, 1)]"
filipe,"[(73, 2), (130, 1)]"
martins,"[(73, 2), (130, 1), (177, 1), (207, 1)]"
compartilhando,"[(73, 1), (130, 1), (266, 1)]"
versos,"[(73, 1), (107, 1)]"
bíblicos,"[(73, 1)]"
herança,"[(73, 1)]"
ventre,"[(73, 1)]"
galardão,"[(73, 1)]"
flechas,"[(73, 1)]"
dum,"[(73, 1)]"
guerreiro,"[(73, 1), (261, 1)]"
mocidade,"[(73, 1)]"
aventurado,"[(73, 1)]"
enche,"[(73, 1)]"
aljava,"[(73, 1)]"
confundidos,"[(73, 1)]"
falarem,"[(73, 1)]"
filgmartin,"[(73, 1)]"
editoria,"[(74, 3), (226, 1)]"
divido,"[(74, 1), (277, 1)]"
reunir,"[(74, 1)]"
engajadas,"[(74, 1)]"
intersecções,"[(74, 1)]"
campos,"[(74, 1), (85, 2), (108, 2), (163, 2), (176, 1), (239, 1), (257, 1)]"
arejado,"[(74, 1)]"
alinhado,"[(74, 1), (118, 1), (264, 1)]"
pluralidade,"[(74, 1)]"
discussões,"[(74, 2), (114, 1), (225, 1)]"
discutidos,"[(74, 1)]"
superiores,"[(74, 2), (77, 2), (102, 1), (236, 2), (265, 1)]"
reflexões,"[(74, 1)]"
sociologia,"[(74, 1)]"
religiões,"[(74, 1)]"
variados,"[(74, 1), (218, 1), (220, 1)]"
caixinha,"[(74, 1)]"
fechada,"[(74, 1), (177, 1)]"
informado,"[(74, 1), (121, 2), (140, 1), (171, 1), (270, 1)]"
editorial,"[(74, 1), (85, 1)]"
